190             	  2.40654803e+02 -3.36696058e+00 -7.04886642e+00   6.66696484e+01 2.67348080e-02 -3.24241722e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.74388305e-01 1.17971851e+01 -4.03912362e+00   -7.40236693e-03 6.51842765e-01 -1.60144061e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
200             	  2.38485502e+02 -3.34431906e+00 -7.34105034e+00   6.58713752e+01 2.56804199e-02 -3.26310719e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.77606455e-01 1.21885835e+01 -4.01729538e+00   -7.39529078e-03 6.53604858e-01 -2.30274034e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
20              	  3.59266538e+02 1.38360447e+00 5.16116079e-01   1.04618065e+02 7.32879643e-02 -1.50558698e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     2.58221283e-02 -2.09485905e+00 3.00430939e+00   -9.71221399e-03 3.91381166e-01 4.08008839e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
210             	  2.36592925e+02 -3.35025339e+00 -7.61417737e+00   6.51665265e+01 2.47629321e-02 -3.28399744e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.79936597e-01 1.25530552e+01 -4.03449157e+00   -7.38490893e-03 6.55422367e-01 -2.85319737e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
220             	  2.34942958e+02 -3.36912401e+00 -7.87415058e+00   6.45440434e+01 2.37524613e-02 -3.30285163e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.83317341e-01 1.28984386e+01 -4.06884137e+00   -7.38755100e-03 6.56959474e-01 -3.60688476e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
230             	  2.33486864e+02 -3.37854154e+00 -8.09193651e+00   6.39939445e+01 2.29899205e-02 -3.32145348e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.86910962e-01 1.31846039e+01 -4.08977160e+00   -7.39981714e-03 6.58545227e-01 -4.05196613e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
240             	  2.32188644e+02 -3.40788963e+00 -8.26546237e+00   6.35074744e+01 2.24498390e-02 -3.33956560e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.89595956e-01 1.34079018e+01 -4.13891454e+00   -7.40615956e-03 6.60154682e-01 -4.21952291e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
250             	  2.31038100e+02 -3.45713245e+00 -8.40297258e+00   6.30818434e+01 2.19826414e-02 -3.35720439e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.90926690e-01 1.35829588e+01 -4.21521974e+00   -7.42022236e-03 6.61798091e-01 -4.30408437e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
260             	  2.29992918e+02 -3.50732400e+00 -8.51116080e+00   6.27037997e+01 2.14304713e-02 -3.37430221e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.91540719e-01 1.37187409e+01 -4.29222457e+00   -7.43971140e-03 6.63444760e-01 -4.51757135e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
270             	  2.29021439e+02 -3.55381091e+00 -8.60763562e+00   6.23679728e+01 2.08589805e-02 -3.38913020e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.91247449e-01 1.38382789e+01 -4.36298192e+00   -7.45423502e-03 6.64832152e-01 -4.76966738e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
280             	  2.28118225e+02 -3.60236884e+00 -8.68848196e+00   6.20721098e+01 2.03080403e-02 -3.40203929e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.90627095e-01 1.39369247e+01 -4.43615474e+00   -7.46979314e-03 6.66005249e-01 -5.02567933e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
290             	  2.27280481e+02 -3.65419413e+00 -8.76225461e+00   6.18142098e+01 1.97447829e-02 -3.41417685e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.89711340e-01 1.40263919e+01 -4.51378357e+00   -7.49922014e-03 6.67141184e-01 -5.33508500e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
300             	  2.26512705e+02 -3.69041311e+00 -8.82666051e+00   6.15916747e+01 1.92388256e-02 -3.42521880e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.89152849e-01 1.41036421e+01 -4.56952619e+00   -7.51554928e-03 6.68171048e-01 -5.62477627e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
30              	  3.41302158e+02 1.34793486e+00 -3.68740448e+00   1.00243651e+02 7.53487785e-02 -1.85968318e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     3.23170754e-02 4.24997923e+00 3.24331352e+00   -9.58208894e-03 4.41833856e-01 4.63250947e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
310             	  2.25812670e+02 -3.71189459e+00 -8.87274687e+00   6.14019412e+01 1.87900604e-02 -3.43494033e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.89570956e-01 1.41555822e+01 -4.60373296e+00   -7.51439755e-03 6.69072688e-01 -5.87783531e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
320             	  2.25185569e+02 -3.73745855e+00 -8.90483468e+00   6.12421579e+01 1.83425139e-02 -3.44376218e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.88182468e-01 1.41884259e+01 -4.64365062e+00   -7.52364351e-03 6.69909949e-01 -6.16504209e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
330             	  2.24633451e+02 -3.76612941e+00 -8.93004109e+00   6.11090089e+01 1.78591252e-02 -3.45234388e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.86710065e-01 1.42124516e+01 -4.68723759e+00   -7.54773080e-03 6.70787271e-01 -6.54285034e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
340             	  2.24122358e+02 -3.78266496e+00 -8.94643647e+00   6.09969514e+01 1.74622737e-02 -3.45983513e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.87946374e-01 1.42246773e+01 -4.71327171e+00   -7.57095478e-03 6.71538931e-01 -6.84372745e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
350             	  2.23691372e+02 -3.79138307e+00 -8.95767455e+00   6.09061666e+01 1.71842960e-02 -3.46560397e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.89435035e-01 1.42305490e+01 -4.72754673e+00   -7.58708617e-03 6.72102244e-01 -7.02539383e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
360             	  2.23319636e+02 -3.82232055e+00 -8.96419400e+00   6.08320573e+01 1.69690551e-02 -3.47037158e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.88219216e-01 1.42298721e+01 -4.77300822e+00   -7.60536749e-03 6.72560092e-01 -7.16046464e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
370             	  2.23019255e+02 -3.85174845e+00 -8.96717754e+00   6.07731236e+01 1.67543281e-02 -3.47439349e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.87216084e-01 1.42255921e+01 -4.81564456e+00   -7.63005478e-03 6.72968593e-01 -7.34233703e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
380             	  2.22782858e+02 -3.84584641e+00 -8.96443251e+00   6.07266143e+01 1.66203391e-02 -3.47739261e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.89710923e-01 1.42140284e+01 -4.80792185e+00   -7.64426337e-03 6.73271382e-01 -7.43274599e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
390             	  2.22579929e+02 -3.84581255e+00 -8.95623990e+00   6.06885518e+01 1.65936087e-02 -3.47940660e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.90904780e-01 1.41954222e+01 -4.80796583e+00   -7.64258725e-03 6.73445432e-01 -7.39899492e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
400             	  2.22413081e+02 -3.87808620e+00 -8.94983216e+00   6.06583124e+01 1.65237025e-02 -3.48096315e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.87501363e-01 1.41792697e+01 -4.85479129e+00   -7.65132711e-03 6.73574993e-01 -7.45240068e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
40              	  3.28918375e+02 -5.56410748e-02 -6.25589796e+00   9.65540872e+01 7.32509847e-02 -2.25988817e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     5.22896894e-02 8.43980101e+00 1.35557047e+00   -9.01386106e-03 5.00123565e-01 4.47573962e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
410             	  2.22273820e+02 -3.88969680e+00 -8.94040060e+00   6.06336908e+01 1.63972059e-02 -3.48179251e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.86986080e-01 1.41598194e+01 -4.87136886e+00   -7.67207886e-03 6.73611354e-01 -7.59738804e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
420             	  2.22159875e+02 -3.85098725e+00 -8.92994608e+00   6.06138566e+01 1.64082300e-02 -3.48161453e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.91384846e-01 1.41390816e+01 -4.81681944e+00   -7.66958919e-03 6.73509277e-01 -7.56126376e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
430             	  2.22046656e+02 -3.85641001e+00 -8.92104166e+00   6.05949987e+01 1.64920939e-02 -3.48102811e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.90788005e-01 1.41208066e+01 -4.82476680e+00   -7.65359898e-03 6.73335706e-01 -7.42236742e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
440             	  2.21973215e+02 -3.91033097e+00 -8.91891548e+00   6.05829110e+01 1.64066195e-02 -3.48117452e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.84528730e-01 1.41123015e+01 -4.90145785e+00   -7.66836935e-03 6.73306548e-01 -7.52836737e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
450             	  2.21887808e+02 -3.89431104e+00 -8.91432097e+00   6.05698171e+01 1.63014787e-02 -3.48041487e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.86844899e-01 1.41006560e+01 -4.87875012e+00   -7.68687534e-03 6.73120369e-01 -7.68008688e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
460             	  2.21823561e+02 -3.83580924e+00 -8.90595772e+00   6.05600564e+01 1.64110040e-02 -3.47929950e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.93184451e-01 1.40841758e+01 -4.79590377e+00   -7.66636023e-03 6.72893457e-01 -7.51803696e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
470             	  2.21769059e+02 -3.86935685e+00 -8.90223323e+00   6.05538026e+01 1.64974842e-02 -3.47869250e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.88298229e-01 1.40739250e+01 -4.84388358e+00   -7.64851181e-03 6.72760678e-01 -7.38558315e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
480             	  2.21716063e+02 -3.93293629e+00 -8.90325982e+00   6.05461783e+01 1.63324871e-02 -3.47845243e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.81267085e-01 1.40707924e+01 -4.93412038e+00   -7.67731393e-03 6.72668067e-01 -7.63077983e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
490             	  2.21665490e+02 -3.86630802e+00 -8.89850531e+00   6.05415235e+01 1.62890901e-02 -3.47742351e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.88833279e-01 1.40598722e+01 -4.83964241e+00   -7.68446314e-03 6.72461425e-01 -7.69495644e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
500             	  2.21612454e+02 -3.81197922e+00 -8.89063769e+00   6.05335175e+01 1.64945800e-02 -3.47571102e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     1.94038599e-01 1.40449027e+01 -4.76316919e+00   -7.64674986e-03 6.72144088e-01 -7.39682452e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
50              	  3.18885323e+02 -1.52222498e+00 -7.25281436e+00   9.32783870e+01 6.94190758e-02 -2.59804394e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     5.80828866e-02 1.03765574e+01 -7.04588847e-01   -8.92257804e-03 5.51479534e-01 4.08937447e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
60              	  3.09923445e+02 -2.39949656e+00 -7.34198660e+00   9.02397655e+01 6.43215652e-02 -2.84189576e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     7.05192290e-02 1.08572048e+01 -1.90354865e+00   -8.80544533e-03 5.89835979e-01 3.53451708e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
70              	  3.01657257e+02 -2.82699321e+00 -6.93379341e+00   8.73824669e+01 5.89739349e-02 -2.99647364e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     8.51581167e-02 1.04726156e+01 -2.62274657e+00   -8.54475953e-03 6.14642595e-01 2.96827975e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
80              	  2.93784632e+02 -2.96551759e+00 -6.26342291e+00   8.47026240e+01 5.37857553e-02 -3.08567923e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     7.81480731e-02 9.64529408e+00 -3.14856515e+00   -8.26431498e-03 6.29414263e-01 2.38363340e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
90              	  2.86334103e+02 -3.06975201e+00 -5.58167988e+00   8.22043350e+01 4.89166019e-02 -3.13924951e-01   0.00000000e+00 0.00000000e+00 0.00000000e+00     6.70135923e-02 9.00130255e+00 -3.32946368e+00   -7.97886327e-03 6.38922946e-01 1.83974023e-02   0.00000000e+00 0.00000000e+00 0.00000000e+00  
0               	  -1.33226763e-12 9.19264664e-13 3.08335579e-11   7.00164533e+00 -1.38814766e-03 8.36263328e-04   0.00000000e+00 0.00000000e+00 0.00000000e+00     -1.39746548e-01 -1.22254316e-01 4.55946538e-02   1.20366512e-04 -7.65533381e-03 1.43709698e-03   0.00000000e+00 0.00000000e+00 0.00000000e+00  
